date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
1/12/2016 0:50,380,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26,5.2,88.99,17.79,45.32666667,19.35666667,52.09,16.89,46.03,5.13E+00,737.4,92,6,37,3.93E+00,23.86150325,23.86150325
1/12/2016 1:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19,50.12666667,4.866666667,89.06333333,17.79,45.425,19.29,52.16333333,16.89,46.09,5.10E+00,737.5,92,6,40,3.90E+00,36.61568693,36.61568693
1/12/2016 1:10,370,20,21,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19,50.09,4.933333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.12E+00,737.6333333,92,5.833333333,40,3.92E+00,34.63657782,34.63657782
1/12/2016 1:20,120,10,21,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19,50.03,5,91.43333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13E+00,737.7666667,92,5.666666667,40,3.93E+00,23.88098111,23.88098111
1/12/2016 1:30,50,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19,50.03,4.866666667,91.26,17.79,45.86333333,19.29,53.5,16.89,46.29,5.15E+00,737.9,92,5.5,40,3.95E+00,43.06047384,43.06047384
1/12/2016 1:40,40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09,4.726666667,91.59333333,17.79,45.82666667,19.29,53.96,16.89,46.43333333,5.17E+00,738.0333333,92,5.333333333,40,3.97E+00,21.90485536,21.90485536
1/12/2016 1:50,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09,4.466666667,91.76,17.79,45.96666667,19.29,54.46333333,16.89,46.63333333,5.18E+00,738.1666667,92,5.166666667,40,3.98E+00,12.23986385,12.23986385
1/12/2016 2:00,40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725,4.333333333,91.76,17.79,46,19.2225,54.7225,16.89,46.82666667,5.20E+00,738.3,92,5,40,4.00E+00,3.533952357,3.533952357
1/12/2016 2:10,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2,4.156666667,91.83333333,17.79,46,19.2,54.96666667,16.96333333,46.96666667,5.13E+00,738.4,92,4.833333333,40,3.93E+00,4.973308009,4.973308009
1/12/2016 2:20,50,0,20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09,4.156666667,92.56666667,17.89,46,19.2,54.96666667,17,47.23,5.07E+00,738.5,92,4.666666667,40,3.87E+00,15.81358536,15.81358536
1/12/2016 2:30,50,0,20.7,46.2,20,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09,4.333333333,93.53,17.89,46.06,19.2,54.9,17,47.36333333,5.00E+00,738.6,92,4.5,40,3.80E+00,25.93171316,25.93171316
1/12/2016 2:40,40,0,20.6,46.2,20,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09,4.333333333,93.32333333,17.89,46.09,19.2,54.86333333,17,47.53,4.93E+00,738.7,92,4.333333333,40,3.73E+00,33.10025382,33.10025382
1/12/2016 2:50,40,0,20.6,46.12666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.12666667,17.82333333,45.96333333,19.13333333,54.79,17,47.66333333,4.87E+00,738.8,92,4.166666667,40,3.67E+00,20.34150936,20.34150936
1/12/2016 3:00,30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46,18.7,50.09,4.063333333,92.86666667,17.85666667,45.96666667,19.2,54.9,17,47.82666667,4.80E+00,738.9,92,4,40,3.60E+00,45.64379621,45.64379621
1/12/2016 3:10,20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46,18.7,50.09,3.863333333,92.96666667,17.85666667,45.96666667,19.2,54.96666667,17,47.9,4.82E+00,739.0166667,92.16666667,4.333333333,40,3.63E+00,14.68016864,14.68016864
1/12/2016 3:20,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.09333333,17.89,46.2,19.2,55.09,17,48.03,4.83E+00,739.1333333,92.33333333,4.666666667,40,3.67E+00,22.95328631,22.95328631
1/12/2016 3:30,40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17,48.09,4.85E+00,739.25,92.5,5,40,3.70E+00,16.61973371,16.61973371
1/12/2016 3:40,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50,4.19,94.65666667,17.89,46.2,19.2,54.86333333,17.06666667,48.29,4.87E+00,739.3666667,92.66666667,5.333333333,40,3.73E+00,32.54352335,32.54352335
1/12/2016 3:50,50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50,4.263333333,94.79666667,17.89,46.12666667,19.2,54.73,17.06666667,48.36333333,4.88E+00,739.4833333,92.83333333,5.666666667,40,3.77E+00,12.90083904,12.90083904
1/12/2016 4:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50,4.463333333,95.03,17.89,46.09,19.1,54.56,17.03333333,48.46333333,4.90E+00,739.6,93,6,40,3.80E+00,23.92726241,23.92726241
1/12/2016 4:10,50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50,4.59,95.03,17.89,45.92,19.1,54.5,17.03333333,48.59,4.92E+00,739.65,92.66666667,5.833333333,40,3.77E+00,38.31553353,38.31553353
1/12/2016 4:20,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50,4.726666667,94.86666667,17.89,45.73,19.1,54.5,17.03333333,48.76666667,4.93E+00,739.7,92.33333333,5.666666667,40,3.73E+00,4.212345718,4.212345718
1/12/2016 4:30,40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50,4.8,94.72666667,17.89,45.7,19.1,54.5,17.03333333,48.9,4.95E+00,739.75,92,5.5,40,3.70E+00,43.7660665,43.7660665
1/12/2016 4:40,40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50,4.8,94.49333333,17.89,45.7,19.1,54.4,17.1,49.045,4.97E+00,739.8,91.66666667,5.333333333,40,3.67E+00,16.95364689,16.95364689
1/12/2016 4:50,60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50,4.8,94.22666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98E+00,739.85,91.33333333,5.166666667,40,3.63E+00,41.97201751,41.97201751
1/12/2016 5:00,50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50,4.8,94.12666667,17.89,45.66333333,19.1,54.29,17.1,49.26,5.00E+00,739.9,91,5,40,3.60E+00,17.33417446,17.33417446
1/12/2016 5:10,50,0,20.1,46.5,19.42666667,44.73,20.29,45.59,19.7,46.66333333,18.4725,49.975,4.8,94,17.89,45.59,19.1,54.23,17.1,49.29,4.98E+00,739.9666667,91.66666667,4.833333333,40,3.68E+00,16.68874654,16.68874654
1/12/2016 5:20,40,0,20.03333333,46.36,19.39,44.73,20.29,45.59,19.66666667,46.66333333,18.39,49.9,4.763333333,93.56333333,17.89,45.59,19.05,54.045,17.1,49.36333333,4.97E+00,740.0333333,92.33333333,4.666666667,40,3.77E+00,23.81756225,23.81756225
1/12/2016 5:30,40,0,20,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9,4.763333333,94.02333333,17.89,45.62666667,19,54,17.1,49.43333333,4.95E+00,740.1,93,4.5,40,3.85E+00,44.60991679,44.60991679
1/12/2016 5:40,40,0,20,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9,4.833333333,94.72666667,17.89,45.62666667,19.06666667,54,17.1,49.56,4.93E+00,740.1666667,93.66666667,4.333333333,40,3.93E+00,43.21697353,43.21697353
1/12/2016 5:50,40,0,20,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9,4.833333333,95,17.89,45.59,19.1,53.9,17.1,49.62666667,4.92E+00,740.2333333,94.33333333,4.166666667,40,4.02E+00,19.49947717,19.49947717
1/12/2016 6:00,50,0,19.92666667,46.23,19.29,44.9,20.32333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.72333333,19.03333333,53.82666667,17.1,49.7,4.90E+00,740.3,95,4,40,4.10E+00,38.86603494,38.86603494
1/12/2016 6:10,70,10,19.89,46.23,19.29,44.925,20.32333333,45.59,19.5,46.7,18.35666667,49.93333333,4.9975,95.82,17.89,45.9,19,53.79,17.1,49.82666667,4.93E+00,740.4333333,94.66666667,4.166666667,38.16666667,4.10E+00,48.03089986,48.03089986
1/12/2016 6:20,40,0,19.89,46.43,19.29,45,20.29,45.59,19.42666667,46.7,18.29,50,5.09,96.03,17.89,45.96666667,19,53.79,17.1,49.96666667,4.97E+00,740.5666667,94.33333333,4.333333333,36.33333333,4.10E+00,21.73297424,21.73297424
1/12/2016 6:30,30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667,5,95.9,17.89,45.9,19,53.76,17.13333333,50,5.00E+00,740.7,94,4.5,34.5,4.10E+00,35.62573394,35.62573394
1/12/2016 6:40,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5,95.96666667,17.89,45.82666667,19,53.7,17.2,50,5.03E+00,740.8333333,93.66666667,4.666666667,32.66666667,4.10E+00,19.99971844,19.99971844
1/12/2016 6:50,30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23,4.966666667,95.93333333,17.89,45.7225,19,53.875,17.2,50,5.07E+00,740.9666667,93.33333333,4.833333333,30.83333333,4.10E+00,16.26760759,16.26760759
1/12/2016 7:00,40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333,17.89,45.79,19,54,17.2,50,5.10E+00,741.1,93,5,29,4.10E+00,37.8543574,37.8543574
1/12/2016 7:10,50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667,4.933333333,96.09,17.89,45.86333333,19,54.06,17.2,50.09,5.10E+00,741.2166667,92.66666667,5,30.83333333,4.05E+00,10.13461276,10.13461276
1/12/2016 7:20,60,20,19.79,46.79,19.2,45.32666667,20.16666667,45.29,19.29,46.59666667,18.23,50.83333333,4.933333333,96.09,17.89,45.52,18.92666667,53.8,17.2,49.96333333,5.10E+00,741.3333333,92.33333333,5,32.66666667,4.00E+00,35.55606112,35.55606112
1/12/2016 7:30,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667,5,96.09,17.89,45.14,18.9725,53.15,17.2,49.72333333,5.10E+00,741.45,92,5,34.5,3.95E+00,6.084596051,6.084596051
1/12/2016 7:40,70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667,5,96.09,17.85666667,44.83333333,18.89,52.8,17.2,49.46333333,5.10E+00,741.5666667,91.66666667,5,36.33333333,3.90E+00,12.2744257,12.2744257
1/12/2016 7:50,60,30,19.79,48.36666667,19.1,45,20.1,45.29,19.16666667,45.96666667,18.1,51.82666667,5,96.09,17.79,44.56666667,18.85666667,52.36333333,17.15,48.995,5.10E+00,741.6833333,91.33333333,5,38.16666667,3.85E+00,7.165218971,7.165218971
1/12/2016 8:00,140,20,19.79,48.66666667,19.1,45,20.2,45.29,19.16666667,45.9,18.1,51.96666667,5.06,96.15666667,17.79,44.32666667,18.79,51.96333333,17.1,48.63333333,5.10E+00,741.8,91,5,40,3.80E+00,11.98147075,11.98147075
1/12/2016 8:10,110,30,19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,19.2,45.76,18.1,52.12666667,5.09,96.02666667,17.85666667,44.66,18.79,51.63333333,17.1,48.36,5.05E+00,741.8833333,91,5,40,3.73E+00,2.946718864,2.946718864
1/12/2016 8:20,90,10,19.89,50,19.02222222,45.04444444,20.15,45.245,19.2,45.62666667,18.03333333,52.2,5.09,95.76,18,45.06333333,18.79,51.395,17.1,48.02666667,5.00E+00,741.9666667,91,5,40,3.67E+00,32.11441293,32.11441293
1/12/2016 8:30,60,0,19.89,48.73333333,19.1,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4,5,95.45666667,18,44.45666667,18.7,51.045,17.1,47.76666667,4.95E+00,742.05,91,5,40,3.60E+00,43.81346063,43.81346063
1/12/2016 8:40,60,0,19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,19.1,45.4,18,52.5,4.793333333,94.79,17.89,43.96,18.7,50.76,17.1,47.46666667,4.90E+00,742.1333333,91,5,40,3.53E+00,38.94573387,38.94573387
1/12/2016 8:50,60,0,19.89,47.63333333,19,45.09,20.1,45.2,19.1,45.36333333,18,52.56,4.466666667,94.19333333,17.89,43.56666667,18.7,50.645,17.03333333,47.26666667,4.85E+00,742.2166667,91,5,40,3.47E+00,39.86544129,39.86544129
1/12/2016 9:00,50,0,19.85666667,47.06333333,19,45.03,20.1,45.2,19.1,45.23,18,52.79,4.2975,94.45,17.85666667,43.1,18.7,50.42,17,46.93,4.80E+00,742.3,91,5,40,3.40E+00,22.76372268,22.76372268
1/12/2016 9:10,60,0,19.79,46.65666667,19,44.96666667,20.1,45.16333333,19.1,45.09,17.92666667,52.79,4.063333333,94.19333333,17.79,42.76666667,18.63333333,50.15666667,17.06666667,46.79,4.88E+00,742.3833333,91,5,38.16666667,3.48E+00,20.5042041,20.5042041
1/12/2016 9:20,50,0,19.79,46.33333333,19,44.82666667,20.1,45.09,19.1,44.96666667,17.89,52.76,4.03,94.66666667,17.79,42.43,18.66666667,50.02666667,17.03333333,46.59,4.97E+00,742.4666667,91,5,36.33333333,3.57E+00,40.54351214,40.54351214
1/12/2016 9:30,30,0,19.79,46.06666667,19,44.645,20.1,45.16333333,19.03333333,44.76666667,17.89,52.03333333,4.09,95,17.79,42.23,18.6,49.82666667,17.03333333,46.39,5.05E+00,742.55,91,5,34.5,3.65E+00,30.24666451,30.24666451
